"ruleset","attackerId","attacker","targetId","target","mode","condition","expectedHits","expectedDamage","destroyProbability","statusProbability","pdfExpectedDamage","pdfDestroyProbability"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Troll actif, résultat 4–5","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Troll actif, résultat 4–5","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Troll actif, résultat 4–5","1.66666667","0.97222222","0.97222222","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-meneurs-de-troll","Trolls","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Troll actif, résultat 4–5","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.97222222","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.97222222","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","0.50000000","0.50000000","0.00000000","0.00000000","0.50000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-bande-du-chef","Bande du chef","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-le-danzereu","Le Danzereu","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.97222222","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.97222222","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Profil sans bonus","0.83333333","0.83333333","0.00000000","0.00000000","0.83333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Profil sans bonus","0.83333333","0.83333333","0.83333333","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","2.66666667","1.87654321","0.88888889","0.00000000","1.87654321","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","2.66666667","1.87654321","0.88888889","0.00000000","1.87654321","0.88888889"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","0.66666667","0.64969136","0.13194444","0.00000000","0.64969136","0.13194444"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-bande-du-chef","Bande du chef","melee","Profil sans bonus","2.00000000","2.00000000","0.00000000","0.00000000","2.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-le-danzereu","Le Danzereu","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Profil sans bonus","2.66666667","2.46913580","0.59259259","0.00000000","2.46913580","0.59259259"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Profil sans bonus","1.33333333","1.32098765","0.11111111","0.00000000","1.32098765","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Profil sans bonus","2.00000000","1.93750000","0.31250000","0.00000000","1.93750000","0.31250000"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Profil sans bonus","3.33333333","1.98302469","0.98379630","0.00000000","1.98302469","0.98379630"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Profil sans bonus","2.00000000","1.62500000","0.68750000","0.00000000","1.62500000","0.68750000"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Profil sans bonus","2.00000000","1.62500000","0.68750000","0.00000000","1.62500000","0.68750000"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Profil sans bonus","3.33333333","0.99922840","0.99922840","0.00000000","0.99922840","0.99922840"
"adrien-01-sans-relances-tableau","gobelins-bande-du-chef","Bande du chef","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","1.33333333","1.32098765","0.11111111","0.00000000","1.32098765","0.11111111"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-troupe-de-gobelins","Bande de Gobelins","ranged","Tir normal, sans Ligne Verte","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-archers-gobelins","Archers Gobelins","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-shaman-gobelin","Shamans Gobelins","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","ranged","Tir normal, sans Ligne Verte","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-katapult-a-gobs","Katapult à gobs","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-meneurs-de-troll","Trolls","ranged","Tir normal, sans Ligne Verte","0.33333333","0.33333333","0.02777778","0.00000000","0.33333333","0.02777778"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-bande-du-chef","Bande du chef","ranged","Tir normal, sans Ligne Verte","1.33333333","1.33333333","0.00000000","0.00000000","1.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-le-danzereu","Le Danzereu","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","gobelins-blop-le-meuteur","Blop, le Meuteur","ranged","Tir normal, sans Ligne Verte","1.66666667","1.66666667","0.00000000","0.00000000","1.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-lanciers-sephosiens","Lanciers Sephosiens","ranged","Tir normal, sans Ligne Verte","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-epeistes-sephosiens","Epéistes Sephosiens","ranged","Tir normal, sans Ligne Verte","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","ranged","Tir normal, sans Ligne Verte","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","ranged","Tir normal, sans Ligne Verte","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-balistes-sephosiennes","Balistes Sephosiennes","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","ranged","Tir normal, sans Ligne Verte","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-marechal-vallardi","Maréchal Vallardi","ranged","Tir normal, sans Ligne Verte","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-le-danzereu","Le Danzereu","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","ranged","Tir normal, sans Ligne Verte","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","0.33333333","0.33333333","0.02777778","0.00000000","0.33333333","0.02777778"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-bande-du-chef","Bande du chef","melee","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-le-danzereu","Le Danzereu","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Profil sans bonus","1.33333333","1.33333333","0.00000000","0.00000000","1.33333333","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Profil sans bonus","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","gobelins-blop-le-meuteur","Blop, le Meuteur","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","1.33333333","1.33333333","0.44444444","0.00000000","1.33333333","0.44444444"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","0.33333333","0.33333333","0.02777778","0.00000000","0.33333333","0.02777778"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-bande-du-chef","Bande du chef","melee","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-le-danzereu","Le Danzereu","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","gobelins-blop-le-meuteur","Blop, le Meuteur","melee","Profil sans bonus","1.33333333","1.33333333","0.00000000","0.00000000","1.33333333","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-lanciers-sephosiens","Lanciers Sephosiens","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-epeistes-sephosiens","Epéistes Sephosiens","melee","Profil sans bonus","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-arbaletriers-avec-pavois","Arbalétriers Sephosiens","melee","Profil sans bonus","1.66666667","1.66666667","0.69444444","0.00000000","1.66666667","0.69444444"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-cavalerie-lourde-sephosienne","Cavalerie lourde Sephosienne","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-arbaletriers-montes-sephosiens","Arbalétriers Montés","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-balistes-sephosiennes","Balistes Sephosiennes","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-anges-protecteurs-de-la-sephosi","Anges Protecteurs de la Sephosi","melee","Profil sans bonus","1.00000000","1.00000000","0.25000000","0.00000000","1.00000000","0.25000000"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-aides-de-camp-sephosiens","Porte-ordres Sephosiens","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-marechal-vallardi","Maréchal Vallardi","melee","Profil sans bonus","1.66666667","0.97222222","0.97222222","0.00000000","0.97222222","0.97222222"
"adrien-01-sans-relances-tableau","sephosi-lanciers-sephosiens","Lanciers Sephosiens","sephosi-regiment-de-la-salamandre","Régiment de la Salamandre","melee","Profil sans bonus","0.66666667","0.66666667","0.00000000","0.00000000","0.66666667","0.00000000"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-troupe-de-gobelins","Bande de Gobelins","melee","Profil sans bonus","2.50000000","1.92129630","0.92592593","0.00000000","1.92129630","0.92592593"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-archers-gobelins","Archers Gobelins","melee","Profil sans bonus","2.50000000","0.99537037","0.99537037","0.00000000","0.99997857","0.99997857"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-shaman-gobelin","Shamans Gobelins","melee","Profil sans bonus","2.50000000","0.99537037","0.99537037","0.00000000","0.99997857","0.99997857"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-chevaucheurs-de-skrans-gobelins","Chevaucheurs de Skrans Gobelins","melee","Profil sans bonus","2.50000000","1.92129630","0.92592593","0.00000000","1.92129630","0.92592593"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-katapult-a-gobs","Katapult à gobs","melee","Profil sans bonus","2.50000000","0.99537037","0.99537037","0.00000000","0.99997857","0.99997857"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-meneurs-de-troll","Trolls","melee","Profil sans bonus","1.00000000","0.96296296","0.25925926","0.00000000","0.96296296","0.25925926"
"adrien-01-sans-relances-tableau","sephosi-epeistes-sephosiens","Epéistes Sephosiens","gobelins-bon-gros-tarre-de-gobelin","Gros tarrés de gobelins","melee","Profil sans bonus","2.50000000","0.99537037","0.99537037","0.00000000","0.99997857","0.99997857"
